Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Bench1Kg,Bench2Kg,Bench3Kg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,MeetCountry,MeetState,MeetName,Federation,Date,Sanctioned
Kacie Reynolds,F,SBD,Wraps,25.0,F-OR,72.34,75,120.0,135.0,-140.0,65.0,70.0,-72.5,130.0,140.0,-145.0,345.0,10,342.6,335.68,295.65,69.69,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Bianca Starhan,F,SBD,Wraps,32.0,F-OR,59.64,60,100.0,105.0,112.5,55.0,-60.0,-60.0,115.0,125.0,-132.5,292.5,11,325.49,327.63,289.5,66.39,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Jac Quarisa,F,SBD,Wraps,27.0,F-OR,59.6,60,90.0,,,60.0,,,140.0,,,290.0,12,322.84,325.0,287.18,65.86,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Jodie Dohse,F,SBD,Wraps,43.0,F-OR,81.88,82.5,100.0,105.0,110.0,60.0,62.5,67.5,75.0,85.0,100.0,277.5,13,258.5,250.73,219.58,52.94,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Sarah Williams,F,SBD,Wraps,28.0,F-OR,94.95,90+,75.0,,,30.0,,,70.0,,,175.0,14,152.48,148.15,128.06,31.68,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Kristos Papanotis,M,SBD,Wraps,20.0,M-OR,67.25,67.5,260.0,270.0,277.5,130.0,140.0,142.5,270.0,-297.5,297.5,717.5,1,554.5,554.85,538.68,110.74,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Patrick Morrison #1,M,SBD,Wraps,25.0,M-OR,82.3,82.5,280.0,-300.0,-300.0,150.0,165.0,-170.0,280.0,300.0,,745.0,2,505.35,499.81,480.97,103.57,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Alex Powell,M,SBD,Wraps,24.0,M-OR,71.96,75,207.5,225.0,,120.0,-125.0,,255.0,,,600.0,3,442.28,440.4,426.29,89.38,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Adam Todd,M,SBD,Wraps,31.0,M-OR,89.1,90,230.0,250.0,-260.0,145.0,-155.0,155.0,245.0,-265.0,,650.0,4,422.44,417.1,399.93,86.84,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Allan Todd,M,SBD,Wraps,60.0,M-OR,107.8,110,160.0,175.0,182.5,-100.0,110.0,120.0,195.0,210.0,220.0,522.5,5,311.86,309.46,295.61,63.73,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Harvard Ye,M,SBD,Wraps,21.0,M-OR,74.32,75,192.5,210.0,-215.0,90.0,100.0,110.0,212.5,230.0,237.5,557.5,6,402.31,399.8,386.45,81.66,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Chris Newbery,M,SBD,Wraps,25.0,M-OR,81.2,82.5,190.0,210.0,215.0,120.0,130.0,-140.0,220.0,240.0,-250.0,585.0,7,399.89,395.69,381.01,81.88,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Marc Keegan,M,SBD,Wraps,42.0,M-OR,131.3,140,250.0,270.0,-277.5,125.0,130.0,145.0,250.0,260.0,270.0,685.0,8,382.42,386.75,369.23,76.64,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Francisco Dullona,M,SBD,Wraps,42.0,M-OR,59.5,60,135.0,140.0,145.0,100.0,-105.0,-105.0,165.0,170.0,175.0,420.0,9,356.95,360.97,352.65,69.19,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Scott Hughes #1,M,SBD,Wraps,26.0,M-OR,72.86,75,160.0,170.0,177.5,90.0,-97.5,-97.5,200.0,220.0,232.5,500.0,10,365.53,363.68,351.84,74.0,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Sean Davidson,M,SBD,Wraps,20.0,M-OR,80.32,82.5,-160.0,160.0,180.0,110.0,120.0,125.0,210.0,220.0,230.0,535.0,11,368.04,364.33,350.98,75.3,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Huen Andrews,M,SBD,Wraps,23.0,M-OR,113.7,125,222.5,242.5,-250.0,110.0,120.0,132.5,200.0,220.0,-227.5,595.0,12,348.14,346.79,331.82,70.84,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Brett Leggett,M,SBD,Wraps,22.0,M-OR,86.26,90,-177.5,190.0,-200.0,110.0,-117.5,-117.5,205.0,220.0,-225.0,520.0,13,343.71,339.53,326.02,70.6,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Beaudean Lines,M,SBD,Wraps,30.0,M-OR,89.04,90,165.0,172.5,-185.0,105.0,110.0,-117.5,200.0,217.5,-220.0,500.0,14,325.06,320.96,307.75,66.82,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Dylan Boller,M,SBD,Wraps,18.0,M-OR,84.6,90,150.0,167.5,175.0,80.0,-85.0,85.0,165.0,182.5,192.5,452.5,15,302.26,298.7,287.08,62.04,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Karlen Phillips,M,SBD,Wraps,17.0,M-OR,73.6,75,-120.0,120.0,-140.0,95.0,102.5,-110.0,-150.0,170.0,-180.0,392.5,16,285.04,283.42,274.07,57.79,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Alex Sturm,M,SBD,Wraps,20.0,M-OR,105.3,110,150.0,165.0,170.0,80.0,85.0,90.0,165.0,180.0,-185.0,440.0,17,265.06,262.66,250.82,54.25,,Australia,SA,SA States,GPC-AUS,2015-03-01,Yes
Ashleigh Waldheim,F,SBD,Wraps,25.0,F-OR,74.38,75,175.0,190.0,200.0,85.0,90.0,-92.5,165.0,172.5,-180.0,462.5,1,452.45,441.98,388.91,92.13,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Crystal Trace,F,SBD,Wraps,31.0,F-OR,74.16,75,145.0,-152.5,152.5,82.5,90.0,-92.5,147.5,157.5,162.5,405.0,2,396.83,387.76,341.23,80.8,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Yasmin Moyses,F,SBD,Wraps,28.0,F-OR,53.58,56,105.0,-110.0,-110.0,65.0,67.5,-70.0,105.0,110.0,-115.0,282.5,3,337.32,344.08,304.69,69.56,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Jess Sharpe,F,SBD,Wraps,19.0,F-OR,74.68,75,122.5,132.5,140.0,60.0,65.0,70.0,135.0,150.0,-155.0,360.0,4,351.43,343.15,301.9,71.57,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Bainca Strahan,F,SBD,Wraps,32.0,F-OR,59.62,60,105.0,117.5,-122.5,55.0,-60.0,-60.0,120.0,130.0,-135.0,302.5,5,336.69,338.92,299.48,68.68,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Desi Pipikos,F,SBD,Wraps,22.0,F-OR,80.96,82.5,160.0,-165.0,-165.0,60.0,65.0,-67.5,140.0,150.0,-155.0,375.0,6,351.26,340.89,298.74,71.88,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Jodie Dohse,F,SBD,Wraps,43.0,F-OR,88.06,90,135.0,145.0,150.0,70.0,75.0,-80.0,140.0,150.0,-160.0,375.0,7,337.59,327.06,284.85,69.58,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Bramble Aitken,F,SBD,Wraps,20.0,F-OR,79.5,82.5,137.5,147.5,-152.5,-60.0,65.0,72.5,120.0,130.0,140.0,360.0,8,340.27,330.56,290.0,69.55,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Jemima Watson,F,SBD,Wraps,34.0,F-OR,104.6,90+,162.5,170.0,-175.0,70.0,75.0,-80.0,132.5,142.5,150.0,395.0,9,331.41,324.89,277.47,69.64,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Michelle Koen,F,SBD,Wraps,34.0,F-OR,73.95,75,107.5,-117.5,117.5,60.0,62.5,65.0,120.0,130.0,140.0,322.5,10,316.47,309.33,272.24,64.43,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Nicola McDonell,F,SBD,Wraps,18.0,F-OR,58.76,60,110.0,122.5,-127.5,57.5,-60.0,,65.0,,,245.0,11,275.22,277.62,245.36,56.2,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Julia Knights,F,SBD,Wraps,33.0,F-OR,74.26,75,90.0,100.0,110.0,55.0,57.5,-60.0,115.0,120.0,-130.0,287.5,12,281.5,275.02,242.01,57.32,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Amy Baggs,F,SBD,Wraps,36.0,F-OR,96.58,90+,112.5,122.5,127.5,50.0,55.0,60.0,125.0,135.0,145.0,332.5,13,287.69,279.85,241.43,59.88,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Beverly Leonard,F,SBD,Wraps,71.0,F-OR,66.7,67.5,35.0,40.0,45.0,25.0,-32.5,-32.5,75.0,82.5,87.5,157.5,14,163.73,162.14,143.06,33.27,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Ellie Nutbeam,F,SBD,Wraps,16.0,F-OR,54.72,56,45.0,52.5,-57.5,-25.0,-25.0,25.0,55.0,60.0,65.0,142.5,15,167.74,170.73,151.1,34.5,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Kristos Papanotis,M,SBD,Wraps,21.0,M-OR,67.5,67.5,260.0,280.0,290.0,135.0,-145.0,145.0,285.0,-307.5,,720.0,1,554.94,555.13,538.86,110.91,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Alex Deken,M,SBD,Wraps,24.0,M-OR,107.2,110,270.0,290.0,,205.0,-215.0,,300.0,320.0,,815.0,2,487.5,483.58,461.89,99.66,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Shayne Calder,M,SBD,Wraps,24.0,M-OR,106.6,110,295.0,315.0,-325.0,-160.0,160.0,-167.5,255.0,275.0,282.5,757.5,3,454.1,450.3,430.07,92.87,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Alex Powell,M,SBD,Wraps,25.0,M-OR,73.96,75,207.5,220.0,,105.0,115.0,,250.0,270.0,-275.0,605.0,4,437.96,435.35,420.91,88.84,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
James Wentworth,M,SBD,Wraps,21.0,M-OR,89.96,90,215.0,235.0,245.0,130.0,140.0,145.0,245.0,260.0,272.5,662.5,5,428.47,423.03,405.44,88.09,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Brett Leggett,M,SBD,Wraps,22.0,M-OR,89.16,90,222.5,242.5,250.0,125.0,135.0,-140.0,217.5,232.5,-240.0,617.5,6,401.18,396.11,379.79,82.47,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Scott Hughes #1,M,SBD,Wraps,27.0,M-OR,73.94,75,180.0,190.0,200.0,90.0,95.0,100.0,210.0,230.0,240.0,540.0,7,390.98,388.65,375.76,79.31,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Mark Edmonds,M,SBD,Wraps,44.0,M-OR,117.2,125,220.0,235.0,250.0,-130.0,130.0,150.0,230.0,250.0,-275.0,650.0,8,376.29,375.84,359.98,76.35,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Brenton Bird,M,SBD,Wraps,19.0,M-OR,88.76,90,220.0,230.0,240.0,110.0,120.0,130.0,200.0,215.0,225.0,595.0,9,387.45,382.57,366.88,79.64,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Matthew Douglas,M,SBD,Wraps,31.0,M-OR,80.46,82.5,180.0,200.0,210.0,100.0,-107.5,-107.5,210.0,227.5,235.0,545.0,10,374.54,370.73,357.12,76.64,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Gregory Koh,M,SBD,Wraps,21.0,M-OR,78.52,82.5,180.0,190.0,-195.0,102.5,107.5,-112.5,205.0,215.0,225.0,522.5,11,364.32,361.0,348.12,74.4,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Alexander Sturm,M,SBD,Wraps,21.0,M-OR,109.8,110,180.0,197.5,205.0,100.0,107.5,112.5,180.0,200.0,210.0,527.5,12,312.64,310.6,296.84,63.8,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Dylan Boller,M,SBD,Wraps,18.0,M-OR,81.08,82.5,162.5,-172.5,-172.5,-82.5,82.5,-87.5,187.5,200.0,-207.5,445.0,13,304.45,301.27,290.11,62.33,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Shane William,M,SBD,Wraps,24.0,M-OR,116.1,125,-170.0,170.0,180.0,-110.0,110.0,-115.0,202.5,-210.0,210.0,500.0,14,290.4,289.8,277.49,58.97,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Allan Todd,M,SBD,Wraps,60.0,M-OR,107.9,110,-200.0,-200.0,-200.0,100.0,110.0,-122.5,200.0,215.0,230.0,,DQ,,,,,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Anthony Edwardes,M,SBD,Wraps,26.0,M-OR,89.98,90,-215.0,,,-140.0,,,-205.0,,,,DQ,,,,,,Australia,SA,Adelaide Cup,GPC-AUS,2015-09-07,Yes
Paula Valverde,F,SBD,Raw,26.0,F-OR,66.45,67.5,125.0,135.0,145.0,52.5,57.5,-60.0,140.0,152.5,-155.0,355.0,1,369.85,366.45,323.34,75.15,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Terri Herrero,F,SBD,Raw,42.0,F-OR,73.85,75,85.0,-92.5,97.5,55.0,60.0,-65.0,115.0,122.5,-127.5,280.0,1,274.96,268.8,236.58,55.97,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Braeden Hosking,M,SBD,Raw,23.0,M-JR,89.85,90,170.0,185.0,192.5,120.0,130.0,140.0,210.0,225.0,-240.0,557.5,1,360.78,356.21,341.41,74.18,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Kyle Wilkinson #1,M,SBD,Wraps,30.0,M-OR,82.0,82.5,155.0,167.5,175.0,82.5,87.5,-90.0,180.0,197.5,-202.5,460.0,1,312.68,309.29,297.68,64.07,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Ben Batten,M,SBD,Raw,32.0,M-OR,87.15,90,225.0,252.5,-270.0,135.0,150.0,-162.5,230.0,250.0,-270.0,652.5,1,428.96,423.65,406.61,88.14,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Mitch Blenkiron,M,SBD,Raw,27.0,M-OR,99.75,100,200.0,220.0,240.0,100.0,110.0,120.0,200.0,220.0,-240.0,580.0,1,357.39,353.34,337.49,73.36,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Alex Manoel,M,SBD,Wraps,25.0,M-OR,106.45,110,300.0,310.0,,167.5,175.0,180.0,245.0,-260.0,-260.0,735.0,1,440.86,437.13,417.48,90.17,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Reece Dickeson,M,SBD,Raw,27.0,M-OR,109.0,110,110.0,120.0,130.0,90.0,97.5,-102.5,160.0,170.0,180.0,407.5,2,242.19,240.49,229.79,49.45,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Stuart Beven,M,SBD,Raw,28.0,M-OR,113.9,125,160.0,-172.5,180.0,107.5,112.5,-115.0,215.0,230.0,-235.0,522.5,1,305.53,304.39,291.27,62.16,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Mathew Procak,M,SBD,Wraps,34.0,M-OR,137.0,140,300.0,320.0,340.0,175.0,190.0,200.0,270.0,300.0,320.0,860.0,1,474.2,482.17,459.01,94.56,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Chris Gibson,M,B,Raw,52.0,M-M3R,128.1,140,,,,130.0,135.0,140.0,,,,140.0,1,78.74,79.4,75.91,57.47,,Australia,SA,Adelaide Cup,GPC-AUS,2023-10-08,Yes
Eden Russell,F,SBD,Wraps,16.0,F-OR,57.5,60,80.0,82.5,-85.0,42.5,45.0,-47.5,90.0,-92.5,92.5,220.0,1,250.62,253.55,224.16,51.27,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Kelly Hodgson,F,SBD,Wraps,26.0,F-OR,66.7,67.5,140.0,147.5,152.5,65.0,70.0,-72.5,130.0,140.0,145.0,367.5,1,382.04,378.32,333.8,77.63,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Terri Herrero,F,SBD,Wraps,41.0,F-OR,74.24,75,75.0,80.0,85.0,50.0,55.0,60.0,100.0,115.0,120.0,265.0,1,259.5,253.54,223.11,52.84,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Alexia Bailey,F,SBD,Wraps,36.0,F-OR,88.45,90,90.0,105.0,115.0,70.0,-80.0,-80.0,135.0,147.5,160.0,345.0,1,309.97,300.31,261.45,63.92,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Dyllon Graham,M,SBD,Wraps,26.0,M-OR,66.25,67.5,157.5,162.5,-167.5,92.5,97.5,100.0,165.0,175.0,180.0,442.5,1,345.74,346.37,336.51,68.84,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Matthew Arkwright,M,SBD,Wraps,19.0,M-OR,73.25,75,160.0,170.0,-177.5,95.0,100.0,-102.5,220.0,-230.0,230.0,500.0,1,364.24,362.28,350.41,73.79,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Pantelis Markobotsaris,M,SBD,Wraps,27.0,M-OR,79.95,82.5,185.0,200.0,215.0,115.0,125.0,-130.0,220.0,240.0,250.0,590.0,1,406.98,402.95,388.27,83.24,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Connor Eggleton,M,SBD,Wraps,19.0,M-OR,79.85,82.5,-125.0,145.0,160.0,70.0,85.0,-90.0,220.0,240.0,252.5,497.5,2,343.43,340.05,327.67,70.23,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Kyle Wilkinson #1,M,SBD,Wraps,29.0,M-OR,76.4,82.5,145.0,152.5,157.5,75.0,80.0,85.0,165.0,180.0,195.0,437.5,3,310.23,307.81,297.18,63.18,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Jack Slattery,M,SBD,Wraps,22.0,M-OR,89.9,90,240.0,-260.0,-265.0,125.0,135.0,142.5,250.0,270.0,-280.0,652.5,1,422.14,416.79,399.47,86.79,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Brady Felton,M,SBD,Wraps,34.0,M-OR,89.95,90,185.0,190.0,,130.0,137.5,145.0,220.0,230.0,-235.0,565.0,2,365.43,360.79,345.79,75.13,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Alex Doggett,M,SBD,Wraps,29.0,M-OR,100.0,100,270.0,285.0,-292.5,155.0,165.0,-170.0,260.0,-275.0,-275.0,710.0,1,437.02,432.1,412.7,89.69,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Adam Corocher,M,SBD,Wraps,34.0,M-OR,91.8,100,180.0,192.5,-202.5,110.0,117.5,127.5,200.0,215.0,230.0,550.0,2,352.15,347.67,332.93,72.41,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Cosmo Roosli,M,SBD,Wraps,22.0,M-OR,109.1,110,255.0,-275.0,275.0,165.0,175.0,182.5,260.0,275.0,285.0,742.5,1,441.13,438.07,418.59,90.07,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Dean Brook,M,SBD,Wraps,26.0,M-OR,108.75,110,-210.0,-222.5,230.0,150.0,160.0,165.0,220.0,240.0,-245.0,635.0,2,377.72,375.03,358.32,77.14,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Jack Haverland,M,SBD,Wraps,20.0,M-OR,102.35,110,180.0,200.0,210.0,100.0,110.0,-117.5,200.0,220.0,,540.0,3,329.11,325.69,310.99,67.47,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Stuart Beven,M,SBD,Wraps,27.0,M-OR,107.5,110,145.0,155.0,165.0,100.0,105.0,110.0,205.0,215.0,-225.0,490.0,4,292.78,290.47,277.46,59.84,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
David Clark,M,SBD,Wraps,49.0,M-OR,115.3,125,167.5,-175.0,182.5,97.5,105.0,-112.5,170.0,182.5,200.0,487.5,1,283.83,283.07,270.98,57.68,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Duncan Irving,M,SBD,Wraps,44.0,M-OR,113.05,125,165.0,175.0,180.0,100.0,105.0,-110.0,175.0,195.0,-215.0,480.0,2,281.43,280.21,268.06,57.29,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Ryan Basford,M,SBD,Wraps,33.0,M-OR,117.9,125,120.0,130.0,150.0,107.5,115.0,125.0,140.0,155.0,180.0,455.0,3,262.87,262.7,251.66,53.3,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Matthew Ross,M,SBD,Wraps,51.0,M-OR,131.65,140,165.0,180.0,185.0,105.0,112.5,-117.5,205.0,220.0,227.5,525.0,1,292.86,296.28,282.81,58.67,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Tyler Eddy,M,SBD,Wraps,30.0,M-OR,139.85,140,-315.0,-335.0,-350.0,,,,,,,,DQ,,,,,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Laurie Bates,M,B,Raw,37.0,M-OR,90.8,100,,,,150.0,170.0,-180.0,,,,170.0,1,109.44,108.04,103.51,81.61,,Australia,SA,Adelaide Cup,GPC-AUS,2022-11-13,Yes
Sarah Tiller,F,SBD,Wraps,22.0,F-OR,66.3,67.5,112.5,122.5,135.0,60.0,70.0,-77.5,122.5,132.5,140.0,345.0,2,359.91,356.71,314.76,73.13,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Bianca Strahan,F,SBD,Wraps,34.0,F-OR,64.74,67.5,112.5,122.5,-127.5,55.0,60.0,62.5,127.5,135.0,-142.5,320.0,3,338.56,336.71,297.22,68.82,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Alicia Ballantyne,F,SBD,Wraps,24.0,F-OR,64.98,67.5,110.0,120.0,130.0,75.0,80.0,85.0,147.5,157.5,-165.0,372.5,1,393.24,390.88,345.02,79.93,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Ligaya Wood,F,SBD,Wraps,33.0,F-OR,70.24,75,130.0,140.0,150.0,65.0,70.0,-75.0,142.5,155.0,165.0,385.0,1,388.59,382.11,336.8,78.99,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Nahel,M,SBD,Wraps,25.0,M-OR,73.48,75,140.0,150.0,160.0,100.0,110.0,-120.0,180.0,185.0,195.0,465.0,2,338.05,336.17,325.1,68.52,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Charlotte Dunlop,F,SBD,Wraps,28.0,F-OR,75.48,82.5,-175.0,175.0,180.0,85.0,-90.0,-90.0,190.0,-205.0,-205.0,455.0,1,441.67,430.83,378.88,90.0,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Dylan Northcott,M,SBD,Wraps,21.0,M-OR,70.68,75,170.0,180.0,190.0,112.5,117.5,120.0,180.0,200.0,210.0,520.0,1,388.01,386.83,374.72,78.19,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Dylan Clarke,M,SBD,Wraps,22.0,M-OR,88.08,90,190.0,195.0,200.0,105.0,112.5,117.5,200.0,215.0,220.0,537.5,2,351.4,347.0,332.89,72.22,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Anthony Kellow,M,SBD,Wraps,23.0,M-OR,82.32,82.5,175.0,-185.0,185.0,110.0,117.5,122.5,225.0,-237.5,-237.5,532.5,2,361.16,357.19,343.72,74.02,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Matthew Douglas,M,SBD,Wraps,33.0,M-OR,81.24,82.5,205.0,217.5,227.5,107.5,115.0,,225.0,-247.5,252.5,595.0,1,406.61,402.33,387.39,83.26,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Luke Smith,M,SBD,Wraps,32.0,M-OR,124.12,125,195.0,215.0,230.0,145.0,155.0,-165.0,245.0,262.5,270.0,655.0,1,372.06,373.79,357.9,75.04,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Steven White,M,SBD,Wraps,28.0,M-OR,137.84,140,235.0,245.0,255.0,125.0,137.5,150.0,245.0,265.0,272.5,677.5,1,372.92,379.49,361.11,74.31,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
James Wentworth,M,SBD,Wraps,23.0,M-OR,89.86,90,230.0,250.0,260.0,145.0,152.5,-160.0,255.0,275.0,280.0,692.5,1,448.12,442.44,424.06,92.13,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Laurie Bates,M,B,Raw,32.0,M-OR,90.0,90,,,,180.0,191.0,200.0,,,,200.0,1,129.32,127.68,122.37,96.44,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Anthony Edwardes,M,B,Raw,29.0,M-OR,98.6,100,,,,165.0,175.0,,,,,175.0,1,108.38,107.12,102.33,80.71,,Australia,SA,Adelaide Cup,GPC-AUS,2017-10-22,Yes
Paula Valverde,F,SBD,Wraps,26.0,F-OR,66.2,67.5,130.0,142.5,-152.5,55.0,60.0,-62.5,150.0,155.0,-157.5,357.5,1,373.28,370.04,326.53,75.85,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Carmen Beaton,F,SBD,Raw,44.0,F-OR,80.45,82.5,150.0,162.5,-175.0,80.0,90.0,-95.0,170.0,180.0,-190.0,432.5,1,406.39,394.52,345.87,83.13,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Eden Russell,F,SBD,Raw,17.0,F-T2R,58.35,60,95.0,97.5,-100.0,47.5,50.0,-52.5,92.5,97.5,100.0,247.5,1,279.28,281.99,249.25,57.06,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Brady Felton,M,SBD,Raw,36.0,M-OR,81.1,82.5,165.0,175.0,180.0,-130.0,-135.0,-135.0,180.0,200.0,215.0,,DQ,,,,,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Dante Sindoni,M,SBD,Wraps,21.0,M-OR,89.2,90,255.0,275.0,285.0,127.5,135.0,140.0,255.0,285.0,-295.0,710.0,1,461.17,455.34,436.57,94.81,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
Graham Tovey,M,SBD,Wraps,35.0,M-OR,98.3,100,235.0,250.0,-262.5,140.0,147.5,-152.5,260.0,275.0,-285.0,672.5,1,417.06,412.15,393.78,85.65,,Australia,SA,SA State Titles,GPC-AUS,2024-04-28,Yes
